Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
-32.043333,27.822778,01/09/2014,84.68681628740151,272.24431676723583,24.403728853276085
-33.329167,26.0775,16/09/2015,99.69398438084426,485.7733682075558,43.89254692437221
-32.99163889,27.64002778,07/05/2015,77.16811868421325,266.28738266222706,31.80822707129852
-34.096389,24.439167,07/02/2012,68.53391245307363,552.6730765951701,26.022794980669502
-32.00055556,28.58166667,01/10/2014,85.37648611511459,259.77363667796766,19.37785102050885
-32.08639,25.57556,19/07/2013,190.67920060426783,586.5894122311894,44.27795678380788
-32.00055556,28.58166667,03/09/2014,82.39414295379623,244.36405263009044,19.772551773238312
-32.99163889,27.64002778,02/10/2014,84.68174232057171,282.3199627704327,25.74219447432039
-32.00055556,28.58166667,06/08/2014,79.78867946991457,230.04046730893933,26.27558674942641
-33.18536111,27.39075,22/09/2011,76.45594916378195,285.3639078398415,21.216405792137575
-33.731111,24.618333,28/03/2013,71.78930237087057,462.2499245095085,31.139188685611813
-33.731111,24.618333,18/04/2013,72.25088543114022,539.7313575934907,29.490268691982205
-32.00055556,28.58166667,21/11/2012,66.23219332292666,197.86976227372529,16.970433009398256
-32.00055556,28.58166667,09/07/2014,80.37814225276331,239.2627538597748,21.593479865055496
-32.00055556,28.58166667,04/06/2014,75.05923655724199,221.8105223567088,22.872780791401876
-31.905,25.43,03/11/2014,244.38175902177483,778.3001054325547,54.14486464329922
-33.731111,24.618333,10/04/2014,67.38090353496446,494.4695318605984,33.937749726096584
-32.08639,25.57556,05/12/2014,186.54158299502024,584.0527122435973,57.50034469430171
-32.043333,27.822778,04/08/2014,90.15801298309634,284.3748002604337,28.298316937204213
-32.515278,28.015556,05/08/2015,91.4817170880926,276.1973709413447,35.361029340154154
-32.043333,27.822778,29/09/2014,93.38539029097132,290.3448893783067,25.22228932162534
-32.99163889,27.64002778,08/03/2011,71.30878605867987,236.1455614522014,22.965283000612796
-32.08639,25.57556,26/04/2013,161.744792472622,551.4710445434673,44.72094899291091
-32.043333,27.822778,04/07/2011,83.06879552149066,248.53251320410627,18.516748548324205
-32.99163889,27.64002778,22/07/2014,89.13671243989812,295.2493928725392,27.340033169051996
-32.99163889,27.64002778,10/07/2014,85.70016883417522,292.49980823346334,26.343532145832786
-32.043333,27.822778,12/05/2014,76.33355491149584,246.4892928163708,26.12336771249105
-33.18536111,27.39075,02/07/2015,76.23465493178686,314.80382200324453,28.93137543223332
-33.731111,24.618333,20/03/2014,69.96687927839386,520.7907556593061,33.33099208148535
-33.18536111,27.39075,31/05/2012,71.43004666670315,282.4258114358164,22.365182563482527
-33.329167,26.0775,08/03/2015,99.58147577127112,478.1787167997806,56.57339453099277
-32.579167,27.366667,07/05/2012,84.27805626385559,244.8234293972324,18.852690705001372
-32.99163889,27.64002778,27/08/2015,82.06632987822445,289.95786250540453,30.334494432061085
-32.08639,25.57556,09/02/2011,99.62192571714225,289.95764974798306,57.53433804829852
-33.329167,26.0775,24/06/2015,100.81696406097554,445.3738112228456,49.97624416609978
-32.043333,27.822778,07/07/2014,80.54545009075602,238.49585776956457,23.938143712174263
-33.731111,24.618333,04/10/2012,81.0193873815148,704.2798915630779,29.46035903048611
-32.043333,27.822778,02/06/2014,77.0756969727991,259.7859118777675,25.76506317279315
-33.731111,24.618333,23/05/2013,80.20940498337477,614.5007930371889,30.376013560598373
-32.043333,27.822778,27/10/2014,85.08538069197309,282.8177906701446,23.174450199774466
-31.903056,25.482222,19/05/2014,164.2160751528644,465.4043711035173,54.96749227634732
-32.579167,27.366667,05/03/2012,70.78466455184439,229.66353102528024,21.843302359392727
-32.802778,27.856389,05/05/2014,71.89633517767255,235.65388680248665,29.144736585017135
-32.99163889,27.64002778,02/06/2011,72.6623070004126,234.87113058090335,20.6544044262451
-32.99163889,27.64002778,14/01/2011,78.20971559737798,193.3788687090784,22.494932573234426
-32.99163889,27.64002778,30/10/2014,83.52522688593108,278.9826974681759,24.47896109865441
-34.096389,24.439167,12/10/2011,64.64277448977717,628.0975474693663,27.49223174577477
-33.18536111,27.39075,18/11/2015,73.05795257699431,326.01538821040504,28.77932558809903
-32.99163889,27.64002778,30/07/2015,83.34681907948831,247.0048260126343,30.103178029954577
-32.00055556,28.58166667,29/10/2014,75.18949033224699,226.4589098662346,20.47897019420113
-32.043333,27.822778,04/02/2014,67.47887882040918,188.47270192486891,24.095451485183833
-33.771111,25.386667,04/12/2014,76.85596330515187,474.20310045504306,38.540853497595705
-32.579167,27.366667,29/05/2012,82.50496410567708,278.13353058952873,22.189579112225974
-33.329167,26.0775,06/10/2015,100.24674452938324,479.0171149257871,42.89561247512849
-33.18536111,27.39075,21/10/2013,75.40154516445541,300.94607674120607,22.27825902571594
-32.579167,27.366667,07/07/2014,82.37953694611521,260.9895637001836,25.560720235800954
-32.99163889,27.64002778,28/09/2015,83.94166371128931,285.29989477815656,27.239172083133255
-34.096389,24.439167,26/02/2013,58.59045292012175,510.3033907478509,25.480272942109877
-34.096389,24.439167,08/11/2011,56.79578455324924,667.9732717464062,29.572267575914392
-32.99163889,27.64002778,30/06/2011,73.72268403849998,232.45306656528885,19.45927536996504
-32.99163889,27.64002778,10/02/2011,70.65692504545592,221.12908257077535,21.3435147537082
-32.00055556,28.58166667,08/05/2013,64.7168487117049,197.1638553928753,18.469046993177088
-32.99163889,27.64002778,05/05/2014,72.69869528088013,236.37696858816813,28.762097623978185
-33.731111,24.618333,26/02/2014,73.12105045233368,593.492967660324,33.59996213668064
-31.903056,25.482222,08/03/2011,111.82012331678249,316.40412809164627,61.96974488985513
-33.202778,24.235556,30/05/2011,117.45409235509932,536.0538351672045,34.52569785004148
-32.99163889,27.64002778,13/02/2015,83.54827713617131,232.3521169007375,29.01220932647883
-32.515278,28.015556,22/04/2015,76.40675079543473,234.59632962983275,31.580554917498553
-34.096389,24.439167,26/03/2013,54.9495762281055,404.3983253589907,25.016973469054307
-32.08639,25.57556,06/12/2013,187.8717260222198,602.5978022624631,57.62722582366464
-31.905,25.43,29/04/2014,210.24464303642029,642.203573495206,53.54223470653416
-32.043333,27.822778,11/04/2011,70.52096528953625,208.99765094778252,19.468570924079614
-32.043333,27.822778,19/11/2012,80.61739519537734,249.4792488198762,23.283789752654116
-32.605278,25.885,28/02/2014,115.01343258434184,405.48872780618314,49.09662584376856
-33.001667,25.161389,29/01/2014,106.81457825155478,486.0716589308672,40.85969831529502
-33.18536111,27.39075,16/01/2015,72.56356603770033,258.49667310201875,28.20765938494134
-32.99163889,27.64002778,06/05/2011,72.39640813905329,232.41881738701048,20.103554961852726
-32.08639,25.57556,15/08/2014,187.66116146540523,563.4777798470874,51.334773307466286
-32.605278,25.885,28/05/2013,130.94764208519746,564.9748066668565,38.731553351809005
-33.731111,24.618333,09/04/2015,76.56520391755573,531.492446217171,38.12609000459299
-32.99163889,27.64002778,05/12/2013,72.16857018309877,222.71630496313375,25.706475660320393
-32.08639,25.57556,08/11/2012,200.8434187659098,646.5067711421067,52.9812598812376
-32.99163889,27.64002778,16/01/2015,83.2032150655162,211.30420046787864,29.29738277371207
-32.579167,27.366667,09/03/2011,73.14257532442066,204.28791906916177,22.684598159921148
-32.802778,27.856389,02/10/2014,81.01807951919143,259.9477007212055,24.330703686320504
-32.99163889,27.64002778,07/03/2013,72.20976404565789,237.2826611005327,23.729755434057903
-32.99163889,27.64002778,05/04/2012,70.27694158118628,249.09886732609712,21.04439794116843
-32.99163889,27.64002778,26/07/2012,80.34552009547069,276.8362348586045,19.880099658635093
-32.605278,25.885,06/11/2014,132.2939514700916,542.4500718893522,52.43776608958666
-32.605278,25.885,30/01/2014,118.35926011435572,390.2014923452584,45.29945503225682
-32.605278,25.885,16/08/2012,134.95496325707336,477.23590754012,37.78205487069943
-34.096389,24.439167,05/02/2014,59.0017939399502,507.8299984171582,27.6597583623171
-32.99163889,27.64002778,07/02/2014,69.89173398104427,218.71258586010023,25.091613758879937
-33.094444,25.012778,08/10/2014,113.93533510818172,715.3530598413176,39.21433685762267
-32.043333,27.822778,09/05/2011,72.89821064714032,232.43798990962392,18.642261733967548
-34.096389,24.439167,16/09/2015,55.96702056002027,648.5319634458831,30.74606430080768
-33.001667,25.161389,05/02/2015,111.26947706700598,506.130018836965,43.09853751929944
-32.605278,25.885,15/07/2013,132.80938109760694,569.6476932000928,40.324599376214685
-32.043333,27.822778,04/06/2012,81.98462724175252,282.77007694708794,19.671378641776503
-32.515278,28.015556,13/01/2014,72.77060472006139,209.49724845870605,22.510423200507752
-32.99163889,27.64002778,30/05/2013,74.96691376818673,282.9595339292978,23.808712532374344
-32.08639,25.57556,09/04/2015,145.90897444710632,472.144869633125,58.454676776845744
-33.731111,24.618333,24/04/2014,67.95834652342795,576.5266929142451,33.84659562262429
-32.00055556,28.58166667,09/04/2014,64.15895235204863,178.92203449460106,23.155163668113932
-32.08639,25.57556,08/05/2015,160.02867697174997,520.400292774088,56.98549842272515
-32.605278,25.885,08/11/2013,134.1349489685741,538.0254513769332,47.57207516462263
-33.731111,24.618333,08/03/2015,76.5840174910638,595.7139136832478,39.24703368318878
-32.99163889,27.64002778,27/05/2014,72.83610219645247,269.072011365291,29.78044581419836
-32.515278,28.015556,06/06/2011,75.08833995537253,254.68820032972457,18.77721013756172
-32.605278,25.885,19/06/2013,132.0393661924731,570.5267285772327,40.585771797495575
-32.043333,27.822778,21/10/2013,84.21902573205331,252.92873721023585,20.14534995671033
-31.905,25.43,10/09/2013,260.34422129484267,786.43724629503,44.4485781248094
-32.99163889,27.64002778,24/01/2012,75.96381253336584,220.73050894780016,21.26191444994356
-32.043333,27.822778,07/04/2014,69.91254592203954,199.5942497851096,25.08701799907314
-32.00055556,28.58166667,06/07/2011,68.49755511562248,202.8344005462778,14.995963785632403
-33.18536111,27.39075,28/09/2015,78.75108712788645,319.33965381077763,27.25658262314527
-32.605278,25.885,10/09/2013,141.81225823532418,597.9932012154187,39.53743683259341
-31.905,25.43,14/08/2013,250.2035262559169,736.4684057591402,41.01935209761269
-33.18536111,27.39075,22/07/2014,78.18660758630226,313.3191740100599,28.26512516972104
-32.043333,27.822778,07/05/2012,77.04175785440961,254.88741478091612,18.18475414517874
-32.08639,25.57556,19/07/2012,181.5169759842336,591.3405564966799,43.664667509268575
-33.001667,25.161389,17/09/2014,116.6629557047533,648.4424564240112,39.08597546800217
-31.905,25.43,06/07/2011,206.6718242580899,600.75384785409,40.57714392781437
-32.08639,25.57556,05/03/2013,151.1987232652565,521.27683013687,53.17242355902887
-33.18536111,27.39075,29/10/2015,75.62985513444933,312.8725644461565,25.773277012538504
-32.08639,25.57556,03/12/2012,193.52129988514412,619.7082670181048,58.61611814728996
-32.99163889,27.64002778,31/05/2012,69.91421915231687,272.7234132376982,21.389628562990733
