Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus
-32.043333,27.822778,01/09/2014,87.74214074690762,242.0383512885875,19.009928870089755
-33.329167,26.0775,16/09/2015,103.96114924744506,491.53620415568065,23.04723475438309
-32.99163889,27.64002778,07/05/2015,71.45057778235616,266.07050754370124,24.765253874940086
-34.096389,24.439167,07/02/2012,70.10066668779714,567.6686563206978,13.195403490639341
-32.00055556,28.58166667,01/10/2014,94.75757678659964,260.33122712209973,17.724178338740074
-32.08639,25.57556,19/07/2013,166.65216680186964,644.1976113571224,20.456013435119836
-32.00055556,28.58166667,03/09/2014,92.78381040141468,230.04757890745262,17.552228020587762
-32.99163889,27.64002778,02/10/2014,84.38724770206267,282.0964668511827,19.216344631875344
-32.00055556,28.58166667,06/08/2014,90.12214802453569,198.802042813125,19.994006378401544
-33.18536111,27.39075,22/09/2011,78.51933133101554,281.7356661930943,13.794443260514825
-33.731111,24.618333,28/03/2013,66.17363273941987,465.58078449223757,17.522508962796856
-33.731111,24.618333,18/04/2013,65.98194945983272,537.6683713415384,17.806495911144975
-32.00055556,28.58166667,21/11/2012,61.900579102704135,171.5405256507742,14.015796409310902
-32.00055556,28.58166667,09/07/2014,91.50742629203708,225.9325923833902,18.121777221059965
-32.00055556,28.58166667,04/06/2014,83.3438247733803,195.82948363097864,17.804426843434037
-31.905,25.43,03/11/2014,190.2084513830396,739.3555764498255,28.42472839019535
-33.731111,24.618333,10/04/2014,59.649966657789186,488.3498042530404,21.50006474388584
-32.08639,25.57556,05/12/2014,157.3438355383994,639.5363776778871,27.580399501916013
-32.043333,27.822778,04/08/2014,97.919740361945,274.07669804595156,20.01412378906271
-32.515278,28.015556,05/08/2015,89.05824269037187,255.922858536234,24.582585606967292
-32.043333,27.822778,29/09/2014,100.1793338827923,279.48674879945753,18.713559382970605
-32.99163889,27.64002778,08/03/2011,65.77929268557006,227.20804326004745,15.62755480597096
-32.08639,25.57556,26/04/2013,134.69132026137325,600.0631676404515,21.261634303946575
-32.043333,27.822778,04/07/2011,85.3584275605504,227.64402726156445,12.997318311939383
-32.99163889,27.64002778,22/07/2014,88.20580999961597,292.6826020506298,20.68048950797444
-32.99163889,27.64002778,10/07/2014,85.99069199626898,295.96278187212266,20.38674331578707
-32.043333,27.822778,12/05/2014,76.46110457714451,233.44734811909098,18.590481188395355
-33.18536111,27.39075,02/07/2015,69.13438331238763,308.34435884567364,22.122136571392574
-33.731111,24.618333,20/03/2014,63.82166758993408,517.1195424965232,20.17521700998204
-33.18536111,27.39075,31/05/2012,69.45349752842625,273.46038355625495,14.120044907554114
-33.329167,26.0775,08/03/2015,103.68759081875262,475.72334329864697,27.712510194965056
-32.579167,27.366667,07/05/2012,80.46035149113096,230.3450827043164,14.882760443669243
-32.99163889,27.64002778,27/08/2015,79.81548161941421,287.12821028081555,23.4455119037741
-32.08639,25.57556,09/02/2011,119.881643420246,325.3647696247396,23.689119071666642
-33.329167,26.0775,24/06/2015,98.86721430464425,443.8301809904469,25.29947518782528
-32.043333,27.822778,07/07/2014,84.84576357600234,189.80613827441692,18.05782380606785
-33.731111,24.618333,04/10/2012,72.2073683030391,687.6417871819257,16.473407319010473
-32.043333,27.822778,02/06/2014,79.02381389957249,239.99447170321088,18.62051728925401
-33.731111,24.618333,23/05/2013,71.46376842032188,613.6548216849454,17.86863392537966
-32.043333,27.822778,27/10/2014,93.68872818237043,280.6986133088773,18.55477936096802
-31.903056,25.482222,19/05/2014,156.65872416626038,534.870139391302,26.3799872390619
-32.579167,27.366667,05/03/2012,68.00050997850086,215.44795084845302,16.35109182755959
-32.802778,27.856389,05/05/2014,71.33062730385068,202.10595279547823,23.770649087068733
-32.99163889,27.64002778,02/06/2011,68.58017515514489,224.1606079415634,14.625374984199636
-32.99163889,27.64002778,14/01/2011,71.3501002110265,188.96971998046178,14.686445473404468
-32.99163889,27.64002778,30/10/2014,84.0609443354754,279.38641526567363,19.459379028171725
-34.096389,24.439167,12/10/2011,67.13967309481882,642.9824782652873,13.114528515259844
-33.18536111,27.39075,18/11/2015,68.76130961493911,320.65707871944227,21.36776511776328
-32.99163889,27.64002778,30/07/2015,78.98669546306002,241.84069313796041,23.053826500303032
-32.00055556,28.58166667,29/10/2014,77.5165198692837,210.64868740418703,17.927855904962325
